No,Plot,Subplot,Species,Light_ISF,Light_Cat,Core,Soil,Adult,Sterile,Conspecific,Myco,SoilMyco,PlantDate,AMF,EMF,Phenolics,Lignin,NSC,Census,Time,Event,Harvest,Alive
860,2,D,Prunus serotina,0.1,Med,2017,Sterile,J,Sterile,Sterilized,AMF,Sterile,6/5/18,10.12,,0.07,7.84,11.8,13,45.5,1,,
908,3,A,Acer saccharum,0.08,Med,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,20.29,,-0.11,13.76,11.95,13,45.5,1,,
912,3,C,Acer saccharum,0.103,Med,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,14.91,,-0.15,13.51,12.15,13,45.5,1,,
5837,14,B,Quercus rubra,0.074,Low,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,16.82,12.28,2.58,22.49,12.18,33,115.5,0,,1
925,3,A,Acer saccharum,0.08,Med,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,15.42,,-0.21,13.91,12.19,13,45.5,1,,
5842,14,E,Quercus alba,0.087,Med,2017,Acer saccharum,275,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,21,25.23,5.04,18.48,22.15,33,115.5,0,,1
976,3,A,Acer saccharum,0.08,Med,2017,Acer saccharum,1757,Non-Sterile,Conspecific,AMF,AMF,6/1/18,21.03,,0.33,14.53,12.26,13,45.5,1,,
5848,14,D,Quercus alba,0.059,Low,2017,Sterile,1297,Sterile,Sterilized,EMF,Sterile,5/17/18,11.89,4.37,2.47,18.81,18.93,25,87.5,1,,
5856,14,B,Quercus rubra,0.074,Low,2016,Quercus alba,1478,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,17.11,34.78,3.74,21.62,17.6,33,115.5,0,,1
5862,14,D,Quercus alba,0.059,Low,2017,Quercus alba,1715,Non-Sterile,Conspecific,EMF,EMF,5/22/18,23.51,38.9,4.66,19.19,21.65,21,73.5,1,,
1024,3,C,Acer saccharum,0.103,Med,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,14.82,,-0.1,13.59,12.2,13,45.5,1,,
1025,3,C,Quercus rubra,0.103,Med,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,18.41,29.53,3.65,20.03,19.13,13,45.5,1,,
1069,3,A,Acer saccharum,0.08,Med,2016,Acer saccharum,275,Non-Sterile,Conspecific,AMF,AMF,6/1/18,21.03,,0.33,14.53,12.26,13,45.5,1,,
1102,3,B,Acer saccharum,0.082,Med,2016,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,19.14,,-0.09,13.75,12.02,13,45.5,1,,
1103,3,B,Acer saccharum,0.082,Med,2016,Acer saccharum,1330,Non-Sterile,Conspecific,AMF,AMF,6/1/18,19.3,,0.34,14.17,12.38,13,45.5,1,,
5880,14,D,Quercus rubra,0.059,Low,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,EMF,AMF,5/30/18,15.32,21.44,2.94,26.48,12.74,33,115.5,0,,1
1181,3,D,Acer saccharum,0.087,Med,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,17.08,,0,13.87,12.17,13,45.5,1,,
5885,14,D,Acer saccharum,0.059,Low,2017,Sterile,275,Sterile,Sterilized,AMF,Sterile,5/17/18,6.23,,-0.27,9.12,9.31,19,66.5,1,,
1252,3,D,Acer saccharum,0.087,Med,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,14.72,,-0.08,13.88,12.21,13,45.5,1,,
1275,3,D,Acer saccharum,0.087,Med,2016,Acer saccharum,1323,Non-Sterile,Conspecific,AMF,AMF,6/1/18,19.8,,0.48,14.09,12.53,13,45.5,1,,
1285,3,B,Acer saccharum,0.082,Med,2017,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,14.48,,-0.22,13.81,12.2,13,45.5,1,,
2613,7,A,Acer saccharum,0.078,Med,2017,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.86,,-0.2,13.81,11.98,13,45.5,1,,
2634,7,A,Acer saccharum,0.078,Med,2017,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.86,,-0.2,13.81,11.98,13,45.5,1,,
2635,7,A,Acer saccharum,0.078,Med,2017,Acer saccharum,275,Non-Sterile,Conspecific,AMF,AMF,6/4/18,20.04,,0.26,14.45,11.93,13,45.5,1,,
5904,14,D,Quercus alba,0.059,Low,2017,Sterile,1478,Sterile,Sterilized,EMF,Sterile,5/17/18,11.89,4.37,2.47,18.81,18.93,23,80.5,1,,
2637,7,A,Acer saccharum,0.078,Med,2017,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.75,,0.09,11.47,11.43,13,45.5,1,,
5910,14,B,Quercus alba,0.074,Low,2017,Prunus serotina,H,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,18.69,36.89,3.79,18.87,21.68,33,115.5,0,,1
2651,7,A,Acer saccharum,0.078,Med,2016,Acer saccharum,1330,Non-Sterile,Conspecific,AMF,AMF,6/4/18,20.04,,0.26,14.45,11.93,13,45.5,1,,
2678,7,C,Acer saccharum,0.082,Med,2016,Acer saccharum,961,Non-Sterile,Conspecific,AMF,AMF,6/4/18,19.3,,0.34,14.17,12.38,13,45.5,1,,
2701,7,A,Acer saccharum,0.078,Med,2017,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.32,,0,14.03,12.51,13,45.5,1,,
2704,7,A,Prunus serotina,0.078,Med,2017,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,31.87,,0.35,7.92,11.1,13,45.5,1,,
2709,7,A,Acer saccharum,0.078,Med,2016,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,6/4/18,20.19,,-0.06,13.73,11.64,13,45.5,1,,
2711,7,A,Prunus serotina,0.078,Med,2016,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,6/6/18,32.31,,0.69,8.77,11.79,13,45.5,1,,
2716,7,C,Prunus serotina,0.082,Med,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/6/18,25.27,,0.62,9.43,11.94,13,45.5,1,,
2718,7,C,Acer saccharum,0.082,Med,2017,Acer saccharum,561,Non-Sterile,Conspecific,AMF,AMF,6/4/18,19.3,,0.34,14.17,12.38,13,45.5,1,,
2724,7,A,Acer saccharum,0.078,Med,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.75,,0.09,11.47,11.43,13,45.5,1,,
2728,7,A,Prunus serotina,0.078,Med,2016,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,31.87,,0.35,7.92,11.1,13,45.5,1,,
2732,7,C,Acer saccharum,0.082,Med,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.34,,0.04,13.87,12.07,13,45.5,1,,
2743,7,A,Acer saccharum,0.078,Med,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,6/4/18,20.19,,-0.06,13.73,11.64,13,45.5,1,,
2744,7,A,Prunus serotina,0.078,Med,2016,Sterile,H,Sterile,Sterilized,AMF,Sterile,6/5/18,13.33,,0.23,5.08,8.93,13,45.5,1,,
2747,7,A,Acer saccharum,0.078,Med,2017,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.86,,-0.2,13.81,11.98,13,45.5,1,,
2758,7,A,Acer saccharum,0.078,Med,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,6/4/18,20.19,,-0.06,13.73,11.64,13,45.5,1,,
2772,7,C,Prunus serotina,0.082,Med,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,6/6/18,40.12,,0.72,8.64,11.85,13,45.5,1,,
5948,14,B,Quercus alba,0.074,Low,2016,Quercus alba,1320,Non-Sterile,Conspecific,EMF,EMF,5/22/18,16.82,35.08,4.73,25.01,15.5,33,115.5,0,,1
2775,7,A,Acer saccharum,0.078,Med,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.32,,0,14.03,12.51,13,45.5,1,,
2792,7,A,Prunus serotina,0.078,Med,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,31.87,,0.35,7.92,11.1,13,45.5,1,,
2793,7,A,Acer saccharum,0.078,Med,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.32,,0,14.03,12.51,13,45.5,1,,
5958,14,D,Quercus rubra,0.059,Low,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,EMF,AMF,5/30/18,29.9,33.17,3.94,27.22,15.13,33,115.5,0,,1
2821,7,D,Acer saccharum,0.08,Med,2016,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,6/4/18,20.29,,-0.11,13.76,11.95,13,45.5,1,,
2825,7,D,Prunus serotina,0.08,Med,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/6/18,25.38,,0.64,9.25,11.86,13,45.5,1,,
5964,14,B,Quercus alba,0.074,Low,2017,Sterile,1715,Sterile,Sterilized,EMF,Sterile,5/17/18,5.15,2.5,2.87,19.23,18.07,33,115.5,0,,1
2826,7,D,Prunus serotina,0.08,Med,2017,Quercus alba,1320,Non-Sterile,Heterospecific,AMF,EMF,6/6/18,25.38,,0.64,9.25,11.86,13,45.5,1,,
2858,7,D,Acer saccharum,0.08,Med,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.69,,0.09,13.72,12.11,13,45.5,1,,
5972,14,D,Quercus alba,0.059,Low,2017,Quercus alba,1205,Non-Sterile,Conspecific,EMF,EMF,5/22/18,23.51,38.9,4.66,19.19,21.65,33,115.5,0,,1
2862,7,D,Prunus serotina,0.08,Med,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,32.34,,0.37,8.48,11.26,13,45.5,1,,
5977,14,B,Acer saccharum,0.074,Low,2017,Sterile,1757,Sterile,Sterilized,AMF,Sterile,5/17/18,7.43,,-0.09,10.46,11.67,19,66.5,1,,
2901,7,B,Prunus serotina,0.079,Med,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,6/6/18,32.91,,0.69,8.91,11.73,13,45.5,1,,
5982,14,B,Quercus rubra,0.074,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,16.81,28.75,3.62,20.31,18.31,33,115.5,0,,1
2905,7,B,Acer saccharum,0.079,Med,2016,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.89,,-0.03,14.04,12.55,13,45.5,1,,
5988,14,D,Quercus rubra,0.059,Low,2017,Sterile,970,Sterile,Sterilized,EMF,Sterile,5/23/18,13.96,4.83,2.62,27.53,9.8,33,115.5,0,,1
2933,7,D,Prunus serotina,0.08,Med,2017,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,6/6/18,32.14,,0.67,8.35,11.7,13,45.5,1,,
2975,7,B,Acer saccharum,0.079,Med,2016,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,13.53,,0,11.14,11.39,13,45.5,1,,
2995,7,B,Prunus serotina,0.079,Med,2016,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,6/6/18,25.54,,0.66,9.22,11.87,13,45.5,1,,
5998,14,B,Quercus rubra,0.074,Low,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,EMF,AMF,5/30/18,19.45,30.54,3.44,27.36,13.79,33,115.5,0,,1
3004,7,D,Acer saccharum,0.08,Med,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.69,,0.09,13.72,12.11,13,45.5,1,,
3005,7,D,Prunus serotina,0.08,Med,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,6/6/18,32.14,,0.67,8.35,11.7,13,45.5,1,,
3009,7,B,Prunus serotina,0.079,Med,2016,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,6/6/18,25.54,,0.66,9.22,11.87,13,45.5,1,,
6011,14,D,Quercus rubra,0.059,Low,2017,Sterile,1595,Sterile,Sterilized,EMF,Sterile,5/23/18,13.96,4.83,2.62,27.53,9.8,21,73.5,1,,
3017,7,B,Acer saccharum,0.079,Med,2016,Acer saccharum,1757,Non-Sterile,Conspecific,AMF,AMF,6/4/18,19.56,,0.26,14.14,11.89,13,45.5,1,,
3019,7,D,Prunus serotina,0.08,Med,2017,Sterile,G,Sterile,Sterilized,AMF,Sterile,6/5/18,12.2,,0.07,7.43,11.6,13,45.5,1,,
6020,14,B,Quercus alba,0.074,Low,2017,Quercus rubra,970,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,16.07,40.12,4.9,21.54,17.76,33,115.5,0,,1
3029,8,A,Acer saccharum,0.061,Low,2016,Acer saccharum,1330,Non-Sterile,Conspecific,AMF,AMF,6/4/18,14.77,,-0.12,12.68,12.55,13,45.5,1,,
6025,14,D,Quercus rubra,0.059,Low,2017,Sterile,1454,Sterile,Sterilized,EMF,Sterile,5/23/18,13.96,4.83,2.62,27.53,9.8,33,115.5,0,,1
3050,8,A,Acer saccharum,0.061,Low,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.32,,-0.04,13.53,12.65,13,45.5,1,,
6036,14,B,Quercus alba,0.074,Low,2017,Sterile,1205,Sterile,Sterilized,EMF,Sterile,5/17/18,5.15,2.5,2.87,19.23,18.07,23,80.5,1,,
6039,14,B,Quercus alba,0.074,Low,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,20.86,30.95,4.41,18.8,23.15,33,115.5,0,,1
6042,14,D,Quercus alba,0.059,Low,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,16.11,26.18,4.7,20.86,18.02,33,115.5,0,,1
6047,14,D,Quercus rubra,0.059,Low,2017,Prunus serotina,J,Non-Sterile,Heterospecific,EMF,AMF,5/23/18,18.74,14.01,2.53,24.72,11.44,33,115.5,0,,1
3059,8,C,Acer saccharum,0.061,Low,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,12.65,,-0.19,11.34,11.57,13,45.5,1,,
3079,8,A,Quercus alba,0.061,Low,2017,Prunus serotina,I,Non-Sterile,Heterospecific,EMF,AMF,6/15/18,18.67,28.69,3.7,18.98,20.78,13,45.5,1,,
6050,15,A,Quercus rubra,0.087,Med,2017,Sterile,1454,Sterile,Sterilized,EMF,Sterile,5/23/18,4.4,4.5,3.41,24.66,14.85,33,115.5,0,,1
3132,8,C,Acer saccharum,0.061,Low,2017,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.32,,-0.04,13.53,12.65,13,45.5,1,,
6053,15,A,Quercus rubra,0.087,Med,2017,Prunus serotina,J,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,22.29,27.83,3.35,24.9,14.95,33,115.5,0,,1
3177,8,A,Acer saccharum,0.061,Low,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,12.84,,-0.02,11.13,11.41,13,45.5,1,,
6065,15,C,Quercus alba,0.103,Med,2016,Quercus alba,1320,Non-Sterile,Conspecific,EMF,EMF,5/22/18,11.03,36.83,4.99,23.16,16.88,33,115.5,0,,1
3181,8,C,Acer saccharum,0.061,Low,2016,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,6/4/18,16.5,,-0.3,10.67,11.37,13,45.5,1,,
6072,15,A,Quercus rubra,0.087,Med,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,17.67,27.55,3.64,20.43,18.51,33,115.5,0,,1
3207,8,A,Acer saccharum,0.061,Low,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,6/4/18,16.5,,-0.3,10.67,11.37,13,45.5,1,,
3209,8,A,Acer saccharum,0.061,Low,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,12.65,,-0.19,11.34,11.57,13,45.5,1,,
3216,8,C,Prunus serotina,0.061,Low,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,23.28,,0.29,5.16,6.68,13,45.5,1,,
6088,15,A,Acer saccharum,0.087,Med,2016,Sterile,961,Sterile,Sterilized,AMF,Sterile,5/24/18,8.7,,0.05,12.43,12.39,21,73.5,1,,
3217,8,C,Acer saccharum,0.061,Low,2017,Acer saccharum,1757,Non-Sterile,Conspecific,AMF,AMF,6/4/18,14.77,,-0.12,12.68,12.55,13,45.5,1,,
3222,8,C,Acer saccharum,0.061,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,12.65,,-0.19,11.34,11.57,13,45.5,1,,
3238,8,C,Acer saccharum,0.061,Low,2016,Acer saccharum,961,Non-Sterile,Conspecific,AMF,AMF,6/4/18,14.77,,-0.12,12.68,12.55,13,45.5,1,,
3270,8,D,Acer saccharum,0.063,Low,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.46,,-0.01,13.55,12.46,13,45.5,1,,
6104,15,A,Quercus alba,0.087,Med,2017,Prunus serotina,J,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,14.85,26.55,4.1,18.73,22.96,19,66.5,1,,
3299,8,B,Acer saccharum,0.066,Low,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,12.86,,-0.02,11.17,11.24,13,45.5,1,,
3327,8,D,Acer saccharum,0.063,Low,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,12.47,,-0.22,10.62,11.38,13,45.5,1,,
6111,15,A,Quercus rubra,0.087,Med,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,17.67,27.55,3.64,20.43,18.51,33,115.5,0,,1
3328,8,D,Prunus serotina,0.063,Low,2017,Sterile,689,Sterile,Sterilized,AMF,Sterile,6/5/18,12.27,,0.32,5.28,8.42,13,45.5,1,,
3342,8,D,Acer saccharum,0.063,Low,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,12.23,,-0.03,11.08,11.16,13,45.5,1,,
3350,8,B,Acer saccharum,0.066,Low,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,12.86,,-0.02,11.17,11.24,13,45.5,1,,
3357,8,B,Acer saccharum,0.066,Low,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/4/18,18.92,,-0.15,10.91,11.04,13,45.5,1,,
3435,8,D,Acer saccharum,0.063,Low,2016,Acer saccharum,1323,Non-Sterile,Conspecific,AMF,AMF,6/4/18,14.78,,-0.13,10.82,11.64,13,45.5,1,,
6131,15,C,Quercus alba,0.103,Med,2017,Sterile,415,Sterile,Sterilized,EMF,Sterile,5/17/18,12.75,12.9,3.71,18.97,21.21,33,115.5,0,,1
6134,15,C,Quercus rubra,0.103,Med,2017,Sterile,1688,Sterile,Sterilized,EMF,Sterile,5/23/18,8.99,6.46,3.56,24.16,15.82,33,115.5,0,,1
3442,8,B,Acer saccharum,0.066,Low,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,6/4/18,18.92,,-0.15,10.91,11.04,13,45.5,1,,
3489,9,C,Acer saccharum,0.077,Med,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,18.87,,-0.08,10.79,10.99,13,45.5,1,,
3606,9,A,Acer saccharum,0.065,Low,2017,Acer saccharum,275,Non-Sterile,Conspecific,AMF,AMF,6/1/18,17.4,,0.09,12.44,12.07,13,45.5,1,,
6142,15,A,Quercus rubra,0.087,Med,2016,Quercus alba,1320,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,19.95,20.02,3.84,21.14,17.91,33,115.5,0,,1
3616,9,C,Acer saccharum,0.077,Med,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,18.87,,-0.08,10.79,10.99,13,45.5,1,,
3669,9,C,Acer saccharum,0.077,Med,2016,Sterile,561,Sterile,Sterilized,AMF,Sterile,5/17/18,9.04,,-0.01,10.62,11.92,13,45.5,1,,
3743,9,D,Acer saccharum,0.073,Low,2017,Acer saccharum,1757,Non-Sterile,Conspecific,AMF,AMF,6/1/18,13.75,,-0.09,10.94,11.53,13,45.5,1,,
3760,9,D,Acer saccharum,0.073,Low,2016,Acer saccharum,961,Non-Sterile,Conspecific,AMF,AMF,6/1/18,13.75,,-0.09,10.94,11.53,13,45.5,1,,
6157,15,A,Prunus serotina,0.087,Med,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,16.18,,0.35,10.85,13.69,17,59.5,1,,
3870,9,D,Acer saccharum,0.073,Low,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,19.03,,-0.14,10.86,11.07,13,45.5,1,,
3880,9,D,Acer saccharum,0.073,Low,2016,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,19.03,,-0.14,10.86,11.07,13,45.5,1,,
3921,10,C,Prunus serotina,0.075,Low,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,22.96,,0.33,5.02,6.73,13,45.5,1,,
6163,15,A,Quercus rubra,0.087,Med,2017,Quercus rubra,970,Non-Sterile,Conspecific,EMF,EMF,5/24/18,15.64,32.29,3.63,25.82,14.81,17,59.5,1,,
3985,10,A,Acer saccharum,0.051,Low,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,11.32,,-0.22,10.42,10.87,13,45.5,1,,
4064,10,C,Prunus serotina,0.075,Low,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,22.96,,0.33,5.02,6.73,13,45.5,1,,
4073,10,A,Acer saccharum,0.051,Low,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,11.32,,-0.22,10.42,10.87,13,45.5,1,,
6178,15,A,Quercus alba,0.087,Med,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,19.31,23.28,4.99,18.69,22.02,19,66.5,1,,
4125,10,B,Acer saccharum,0.072,Low,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,6/4/18,18.01,,-0.18,10.37,10.95,13,45.5,1,,
4178,10,B,Acer saccharum,0.072,Low,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,10.09,,-0.23,10.54,11.44,13,45.5,1,,
4200,10,B,Acer saccharum,0.072,Low,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.03,,0.03,13.72,12.34,13,45.5,1,,
6190,15,C,Prunus serotina,0.103,Med,2017,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,32.23,,0.69,10.49,13.59,33,115.5,0,,1
4269,10,B,Acer saccharum,0.072,Low,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,10.09,,-0.23,10.54,11.44,13,45.5,1,,
4289,10,B,Acer saccharum,0.072,Low,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,10.09,,-0.23,10.54,11.44,13,45.5,1,,
4302,10,D,Acer saccharum,0.06,Low,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,16.9,,-0.07,11,11.67,13,45.5,1,,
4324,11,A,Acer saccharum,0.068,Low,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,13.32,,-0.03,10.97,11.2,13,45.5,1,,
6200,15,A,Quercus rubra,0.087,Med,2017,Quercus alba,415,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,19.95,20.02,3.84,21.14,17.91,33,115.5,0,,1
6203,15,C,Quercus rubra,0.103,Med,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,EMF,AMF,5/30/18,19.17,21.63,3.47,26.37,14.25,33,115.5,0,,1
4345,11,A,Acer saccharum,0.068,Low,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,13.32,,-0.03,10.97,11.2,13,45.5,1,,
4355,11,C,Acer saccharum,0.055,Low,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,17.78,,0.06,11.03,11.53,13,45.5,1,,
4371,11,C,Prunus serotina,0.055,Low,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,18.64,,0.24,4.81,5.91,13,45.5,1,,
4374,11,C,Prunus serotina,0.055,Low,2016,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,18.64,,0.24,4.81,5.91,13,45.5,1,,
4392,11,C,Prunus serotina,0.055,Low,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,18.64,,0.24,4.81,5.91,13,45.5,1,,
6230,15,A,Quercus alba,0.087,Med,2017,Sterile,1320,Sterile,Sterilized,EMF,Sterile,5/17/18,5.29,4.78,3.3,18.95,20.18,33,115.5,0,,1
6231,15,A,Acer saccharum,0.087,Med,2017,Sterile,1757,Sterile,Sterilized,AMF,Sterile,5/24/18,8.7,,0.05,12.43,12.39,17,59.5,1,,
4427,11,C,Prunus serotina,0.055,Low,2017,Sterile,J,Sterile,Sterilized,AMF,Sterile,6/5/18,15.84,,0.29,5.1,8.05,13,45.5,1,,
6236,15,E,Quercus alba,0.086,Med,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,18.23,22.62,4.96,18.6,22.13,19,66.5,1,,
4436,11,A,Acer saccharum,0.068,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.46,,-0.09,13.63,12.47,13,45.5,1,,
4471,11,A,Prunus serotina,0.068,Low,2017,Sterile,689,Sterile,Sterilized,AMF,Sterile,6/5/18,12.52,,0.31,5.45,9.3,13,45.5,1,,
4535,11,C,Acer saccharum,0.055,Low,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,13.31,,0.01,10.11,10.79,13,45.5,1,,
4540,11,B,Prunus serotina,0.055,Low,2017,Sterile,G,Sterile,Sterilized,AMF,Sterile,6/5/18,15.84,,0.29,5.1,8.05,13,45.5,1,,
4596,11,B,Acer saccharum,0.055,Low,2016,Quercus alba,1320,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,17.78,,0.06,11.03,11.53,13,45.5,1,,
6252,15,A,Quercus alba,0.087,Med,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,21.02,35.22,5.31,20.46,19.21,33,115.5,0,,1
4654,11,D,Acer saccharum,0.05,Low,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.98,,-0.32,10.19,10.76,13,45.5,1,,
6261,15,C,Quercus alba,0.103,Med,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,23.71,30.45,5.02,18.89,22.85,33,115.5,0,,1
4693,11,D,Acer saccharum,0.05,Low,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.98,,-0.32,10.19,10.76,13,45.5,1,,
